;estado;cidade;pib;populacao;pib_percapita
3156;SÃO PAULO;Itapecerica da Serra;3207249.5;161983;19799.91015625
3157;MATO GROSSO DO SUL;Guia Lopes da Laguna;103997.7265625;10407;9993.05957031
3158;SÃO PAULO;Ibiúna;703188.0625;67392;10434.29980469
3159;MINAS GERAIS;Santa Bárbara do Tugúrio;28011.52929688;4574;6124.08007812
3160;MATO GROSSO;Água Boa;367902.125;20276;18144.7109375
3161;PIAUÍ;Cocal dos Alves;17449.0859375;5525;3158.20996094
3162;RIO GRANDE DO NORTE;São Pedro;27908.86328125;6590;4235.02978516
3163;RIO DE JANEIRO;Paraíba do Sul;487127.4375;41679;11687.59960938
3164;RIO GRANDE DO NORTE;Luís Gomes;38557.828125;10144;3801.05004883
3165;MINAS GERAIS;Patrocínio;1291521.0;86467;14936.58007812
3166;RIO GRANDE DO SUL;Entre Rios do Sul;76808.6171875;3087;24881.31054688
3167;PARAÍBA;Nazarezinho;29003.875;7248;4001.63989258
3168;RONDÔNIA;Espigão D'Oeste;319634.03125;28892;11063.05957031
3169;BAHIA;Mata de São João;303156.75;39585;7658.37011719
3170;MINAS GERAIS;Desterro de Entre Rios;34978.38671875;7173;4876.39990234
3171;TOCANTINS;Alvorada;122968.6015625;8161;15067.83007812
3172;PARAÍBA;São Domingos;12841.70410156;2822;4550.56982422
3173;BAHIA;Nova Itarana;24762.71875;7875;3144.4699707
3174;RIO GRANDE DO SUL;Venâncio Aires;1643010.0;67682;24275.43945312
3175;PARANÁ;Piên;280972.4375;11811;23789.05078125
3176;PARÁ;Tailândia;351910.1875;72720;4839.25
3177;MINAS GERAIS;Pirapora;897816.875;53708;16716.63085938
3178;RIO GRANDE DO SUL;Arroio do Padre;26049.45507812;2882;9038.66992188
3179;SÃO PAULO;Casa Branca;566633.9375;28189;20101.24023438
3180;PARÁ;Magalhães Barata;23328.38085938;7895;2954.83007812
3181;RIO DE JANEIRO;Rio Bonito;834572.375;55051;15159.99023438
3182;PERNAMBUCO;Gravatá;382127.21875;75229;5079.52001953
3183;BAHIA;Castro Alves;110339.4765625;24978;4417.47021484
3184;RIO GRANDE DO SUL;Estrela Velha;74811.6796875;3777;19807.16992188
3185;GOIÁS;Nova Crixás;163690.328125;13432;12186.58984375
3186;SÃO PAULO;Rosana;778538.875;18918;41153.33984375
3187;MARANHÃO;Sucupira do Norte;31425.09570312;10535;2982.91992188
3188;MARANHÃO;Passagem Franca;61833.859375;17898;3454.79003906
3189;MATO GROSSO;Pontal do Araguaia;42808.26953125;5322;8043.64013672
3190;MATO GROSSO;Peixoto de Azevedo;220627.171875;30363;7266.31982422
3191;SANTA CATARINA;Descanso;135342.984375;8898;15210.5
3192;MINAS GERAIS;Perdigão;60268.73046875;7961;7570.5
3193;PERNAMBUCO;Jaqueira;47317.8203125;12642;3742.90991211
3194;MINAS GERAIS;Divino das Laranjeiras;29345.26171875;5092;5763.00976562
3195;MINAS GERAIS;Monte Sião;178911.0;20135;8885.5703125
3196;MARANHÃO;Central do Maranhão;23766.75390625;9246;2570.48999023
3197;RORAIMA;Caroebe;77312.140625;7569;10214.30957031
3198;SÃO PAULO;Itu;4131263.25;157384;26249.58007812
3199;PIAUÍ;Wall Ferraz;16078.15722656;4636;3468.11010742
3200;PERNAMBUCO;Lagoa Grande;200862.234375;22408;8963.86035156
3201;RIO GRANDE DO SUL;Doutor Ricardo;26910.1171875;2101;12808.24023438
3202;MINAS GERAIS;Ritápolis;32851.6171875;5149;6380.18994141
3203;SERGIPE;Tobias Barreto;243702.859375;49261;4947.18017578
3204;RIO GRANDE DO NORTE;Pau dos Ferros;190029.671875;27809;6833.39013672
3205;MINAS GERAIS;Ipaba;59279.8671875;15422;3843.85009766
3206;MARANHÃO;Formosa da Serra Negra;64831.62109375;17792;3643.86010742
3207;MATO GROSSO;Porto dos Gaúchos;134702.203125;6383;21103.26953125
3208;ALAGOAS;Monteirópolis;22985.1328125;7292;3152.10009766
3209;GOIÁS;Guarani de Goiás;29066.02539062;4093;7101.39990234
3210;RIO GRANDE DO NORTE;Lagoa de Velhos;14934.08105469;2789;5354.64013672
3211;PARAÍBA;Serraria;28761.53125;6798;4230.87988281
3212;SÃO PAULO;Lorena;1190193.375;82770;14379.53027344
3213;ACRE;Acrelândia;151120.015625;12241;12345.40039062
3214;PARANÁ;Bom Sucesso;54343.4140625;6676;8140.12011719
3215;MATO GROSSO DO SUL;Inocência;141434.296875;7501;18855.390625
3216;MATO GROSSO DO SUL;Brasilândia;197891.875;12538;15783.37011719
3217;RIO GRANDE DO SUL;Áurea;44621.8984375;3789;11776.70019531
3218;MINAS GERAIS;Monte Alegre de Minas;361592.75;19051;18980.25
3219;SÃO PAULO;Pedranópolis;31103.59179688;2834;10975.16015625
3220;SÃO PAULO;Moji Mirim;2281638.5;88373;25818.26953125
3221;SÃO PAULO;Arealva;128288.984375;7886;16267.94042969
3222;GOIÁS;Mambaí;29512.58398438;7096;4159.04980469
3223;RIO GRANDE DO SUL;São João da Urtiga;59495.82421875;5123;11613.46972656
3224;MARANHÃO;São Bernardo;89596.7578125;26615;3366.39990234
3225;PIAUÍ;São José do Piauí;26354.14453125;7028;3749.87988281
3226;PARÁ;Bagre;45750.63671875;20386;2244.2199707
3227;PARANÁ;Goioxim;74918.0859375;8240;9092.0
3228;SÃO PAULO;Adolfo;68426.1484375;3710;18443.7109375
3229;BAHIA;Cairu;409264.625;14736;27773.109375
3230;PERNAMBUCO;Escada;327138.03125;62604;5225.50976562
3231;RIO GRANDE DO SUL;São José das Missões;28139.48828125;3039;9259.45996094
3232;SÃO PAULO;Guariba;502869.15625;34508;14572.54003906
3233;MARANHÃO;Tutóia;135141.71875;48424;2790.80004883
3234;MINAS GERAIS;São José do Divino;23774.8359375;3881;6125.95996094
3235;MINAS GERAIS;Descoberto;33449.546875;5126;6525.47021484
3236;MINAS GERAIS;Divinésia;19550.94335938;3409;5735.10009766
3237;MATO GROSSO;Colíder;338273.46875;32096;10539.4296875
3238;PARANÁ;Grandes Rios;53536.4375;7839;6829.5
3239;SANTA CATARINA;Ipira;42986.97265625;4771;9010.04980469
3240;BAHIA;Mirante;26649.9296875;8375;3182.08007812
3241;AMAZONAS;Pauini;69596.59375;19111;3641.69995117
3242;RIO GRANDE DO SUL;Sertão;121542.1953125;6644;18293.52929688
3243;MINAS GERAIS;Cristália;28999.57617188;5961;4864.87988281
3244;MINAS GERAIS;Urucuia;67718.234375;12203;5549.31005859
3245;PARÁ;São João da Ponta;17295.59179688;5038;3433.0300293
3246;SÃO PAULO;Nova Campina;137261.8125;9267;14811.88964844
3247;MINAS GERAIS;Nanuque;362926.0;41329;8781.38964844
3248;PARANÁ;Pinhal de São Bento;21329.3046875;2600;8203.58007812
3249;MATO GROSSO DO SUL;Juti;60655.3515625;5569;10891.61035156
3250;MINAS GERAIS;Novo Oriente de Minas;40001.7890625;10763;3716.60009766
3251;SÃO PAULO;Itobi;67564.7734375;7708;8765.54003906
3252;SÃO PAULO;Ribeirão Bonito;120750.140625;11857;10183.87011719
3253;BAHIA;Gongogi;26375.15234375;6170;4274.74023438
3254;MINAS GERAIS;Igaratinga;65943.7421875;9045;7290.62988281
3255;SANTA CATARINA;Morro Grande;71876.84375;2775;25901.5703125
3256;BAHIA;Porto Seguro;805236.4375;122896;6552.18017578
3257;SANTA CATARINA;Ponte Alta do Norte;56893.35546875;3677;15472.75976562
3258;AMAZONAS;Tapauá;87235.609375;19884;4387.22998047
3259;GOIÁS;Caçu;163472.5625;11343;14411.75976562
3260;TOCANTINS;Lagoa do Tocantins;17725.50390625;3352;5288.04003906
3261;PARANÁ;São Pedro do Paraná;30827.7265625;2561;12037.37988281
3262;MINAS GERAIS;Guarda-Mor;214778.015625;6778;31687.51953125
3263;MINAS GERAIS;Divinópolis;2819794.25;216099;13048.62011719
3264;RIO GRANDE DO SUL;São Sebastião do Caí;354538.71875;21272;16666.91992188
3265;PARAÍBA;Casserengue;26546.51367188;6985;3800.5
3266;RIO GRANDE DO SUL;Jaguari;137539.421875;11762;11693.54003906
3267;ESPIRITO SANTO;Rio Novo do Sul;86314.1796875;11447;7540.33007812
3268;SÃO PAULO;Itajobi;203594.890625;14683;13866.03027344
3269;CEARÁ;Tejuçuoca;46976.1015625;16180;2903.34008789
3270;PERNAMBUCO;Orobó;91671.5703125;22239;4122.10986328
3271;MINAS GERAIS;Olaria;15796.69824219;2479;6372.20996094
3272;MINAS GERAIS;Santana do Deserto;20955.63671875;3977;5269.20996094
3273;PARÁ;Capanema;407624.25;64429;6326.72021484
3274;PARANÁ;Porto Rico;29434.99804688;2521;11675.91992188
3275;MATO GROSSO;Santa Rita do Trivelato;272048.4375;2751;98890.75
3276;PARANÁ;Cambará;319224.59375;25102;12717.09960938
3277;RORAIMA;Rorainópolis;231527.21875;26546;8721.74023438
3278;SÃO PAULO;Ferraz de Vasconcelos;1381021.625;179231;7705.25976562
3279;BAHIA;Igaporã;48868.1171875;14970;3264.39990234
3280;PARAÍBA;Vista Serrana;12908.87402344;3364;3837.36010742
3281;PARANÁ;Alto Piquiri;107586.5625;10406;10338.90039062
3282;SÃO PAULO;São Francisco;26442.50976562;2894;9137.00976562
3283;SÃO PAULO;Ocauçu;44971.85546875;4341;10359.79003906
3284;SANTA CATARINA;Itaiópolis;336894.96875;20551;16393.11914062
3285;TOCANTINS;Aurora do Tocantins;26203.36132812;3523;7437.79980469
3286;TOCANTINS;Muricilândia;29540.20507812;2958;9986.54980469
3287;SÃO PAULO;Ipiguá;34386.9375;4253;8085.33984375
3288;PARÁ;Conceição do Araguaia;230119.125;47237;4871.58984375
3289;RIO DE JANEIRO;Miguel Pereira;265608.03125;25866;10268.62011719
3290;PIAUÍ;Barra D'Alcântara;14653.90332031;3886;3770.94995117
3291;PARANÁ;São Pedro do Ivaí;156357.171875;9921;15760.21972656
3292;MINAS GERAIS;Barroso;212967.875;20253;10515.37011719
3293;MINAS GERAIS;Piranga;74883.703125;17836;4198.45996094
3294;SÃO PAULO;Pedreira;608301.1875;40752;14926.90039062
3295;RIO GRANDE DO NORTE;Bento Fernandes;27000.75195312;5199;5193.45019531
3296;MARANHÃO;Matões do Norte;37177.8984375;11295;3291.54003906
3297;SÃO PAULO;Potim;150657.84375;20668;7289.43017578
3298;SÃO PAULO;Santa Fé do Sul;559734.875;29192;19174.25976562
3299;PARANÁ;Japira;37893.3984375;4797;7899.39013672
3300;RIO GRANDE DO SUL;Estrela;633926.8125;30603;20714.52929688
3301;RIO GRANDE DO SUL;Nova Boa Vista;33201.2890625;2113;15712.87011719
3302;GOIÁS;Catalão;3663230.5;81109;45164.2890625
3303;PARANÁ;Santo Antônio do Paraíso;28536.078125;2315;12326.59960938
3304;MINAS GERAIS;Conceição de Ipanema;25230.13671875;4549;5546.29980469
3305;PARANÁ;Santa Tereza do Oeste;122129.3515625;9320;13104.00976562
3306;RIO GRANDE DO SUL;Canudos do Vale;21523.9140625;2004;10740.48046875
3307;SANTA CATARINA;Vitor Meireles;71268.7265625;5756;12381.63964844
3308;MATO GROSSO;Terra Nova do Norte;134435.46875;15190;8850.25976562
3309;SANTA CATARINA;Imbuia;90478.6875;5738;15768.33007812
3310;RIO GRANDE DO SUL;Bento Gonçalves;2591081.5;106999;24215.93945312
3311;SÃO PAULO;Nova Granada;221840.3125;18683;11873.91015625
3312;PARAÍBA;Fagundes;46244.48828125;12183;3795.82006836
3313;MINAS GERAIS;Alagoa;23611.453125;2926;8069.52978516
3314;MINAS GERAIS;Liberdade;38933.765625;5397;7213.95996094
3315;MINAS GERAIS;Santana do Riacho;23585.89648438;4405;5354.35009766
3316;CEARÁ;Pacatuba;479294.34375;71839;6671.77978516
3317;TOCANTINS;Palmas;2964230.75;188645;15713.26953125
3318;MINAS GERAIS;Capinópolis;217788.640625;16043;13575.30957031
3319;MARANHÃO;Cidelândia;81823.40625;12866;6359.66015625
3320;SANTA CATARINA;União do Oeste;37974.44140625;3084;12313.37011719
3321;CEARÁ;Santana do Cariri;67936.0;18369;3698.39990234
3322;BAHIA;Poções;216375.109375;46390;4664.25976562
3323;PARANÁ;Paulo Frontin;87603.8515625;7398;11841.55957031
3324;SÃO PAULO;Quatá;327698.0625;12539;26134.31054688
3325;SANTA CATARINA;Jaguaruna;197815.75;16418;12048.70996094
3326;SANTA CATARINA;Seara;578891.9375;17827;32472.75976562
3327;PIAUÍ;Colônia do Gurguéia;20120.27734375;5947;3383.27001953
3328;BAHIA;Palmeiras;33296.58203125;8437;3946.5
3329;AMAZONAS;Fonte Boa;115856.546875;18803;6161.60009766
3330;GOIÁS;Abadia de Goiás;38975.1328125;6301;6185.54980469
3331;TOCANTINS;Barra do Ouro;26856.734375;3691;7276.27978516
3332;PARAÍBA;São João do Rio do Peixe;73621.5625;18323;4017.98999023
3333;PARANÁ;Ivatuba;31708.81835938;2786;11381.49023438
3334;RIO GRANDE DO NORTE;Bom Jesus;41508.27734375;8725;4757.39990234
3335;SÃO PAULO;Caçapava;2136769.25;85181;25085.05078125
3336;GOIÁS;Novo Brasil;33892.66015625;3377;10036.3203125
3337;PARÁ;Peixe-Boi;23817.72460938;7916;3008.81005859
3338;GOIÁS;Fazenda Nova;59713.46875;6399;9331.69042969
3339;GOIÁS;Crixás;209922.59375;15005;13990.1796875
3340;PARANÁ;Pinhais;2381652.75;118319;20129.08007812
3341;MINAS GERAIS;Januária;334938.75;67516;4960.87988281
3342;AMAPÁ;Amapá;81456.1328125;7802;10440.41992188
3343;MINAS GERAIS;Felício dos Santos;24365.36523438;5865;4154.37011719
3344;PARANÁ;Formosa do Oeste;98713.546875;7453;13244.80957031
3345;RORAIMA;São Luiz;54417.3203125;5979;9101.41015625
3346;MARANHÃO;Coelho Neto;157696.421875;45624;3456.43994141
3347;MINAS GERAIS;Chalé;29614.703125;5598;5290.22998047
3348;SANTA CATARINA;Coronel Martins;32803.5703125;2583;12699.79980469
3349;RIO GRANDE DO SUL;Novo Tiradentes;25313.7265625;2387;10604.83007812
3350;CEARÁ;Milhã;49370.15625;14826;3329.9699707
3351;MINAS GERAIS;Três Marias;886700.8125;28042;31620.4609375
3352;PERNAMBUCO;Brejinho;26529.21679688;7369;3600.11010742
3353;GOIÁS;Campo Alegre de Goiás;233007.375;6286;37067.671875
3354;MINAS GERAIS;Fortuna de Minas;23232.98828125;2541;9143.25
3355;RIO GRANDE DO NORTE;Mossoró;2910955.5;244287;11916.12988281
3356;MINAS GERAIS;Grupiara;16615.0390625;1468;11318.15039062
3357;SÃO PAULO;Guaratinguetá;2336862.5;113357;20615.0703125
3358;BAHIA;Jussari;33357.0625;6914;4824.56982422
3359;SANTA CATARINA;Mondaí;267737.5;9515;28138.4609375
3360;PARAÍBA;Conceição;72604.3203125;17988;4036.26000977
3362;RIO GRANDE DO SUL;Teutônia;613187.8125;27215;22531.25
3363;SÃO PAULO;Pontalinda;38302.2890625;4200;9119.58984375
3364;MINAS GERAIS;Arapuá;42282.94140625;2778;15220.63964844
3365;MARANHÃO;Monção;94031.5234375;28602;3287.59008789
3366;MARANHÃO;Pindaré-Mirim;115792.71875;32236;3592.0300293
3367;RIO GRANDE DO SUL;São João do Polêsine;35900.1484375;2782;12904.44042969
3368;MARANHÃO;Sítio Novo;63305.64453125;16086;3935.44995117
3369;SANTA CATARINA;Xavantina;80354.28125;4316;18617.76953125
3370;PIAUÍ;Joaquim Pires;40390.91796875;14276;2829.29003906
3371;SÃO PAULO;Batatais;895422.4375;56476;15854.91992188
3372;GOIÁS;Nova América;16354.48339844;2278;7179.31982422
3373;BAHIA;Amélia Rodrigues;120464.75;24491;4918.74023438
3374;SÃO PAULO;Elias Fausto;528139.1875;15312;34491.8515625
3375;MARANHÃO;Cachoeira Grande;26988.92382812;9286;2906.40991211
3376;SÃO PAULO;Santa Lúcia;64988.95703125;8154;7970.18994141
3377;MINAS GERAIS;Itacambira;27237.48242188;5303;5136.24023438
3378;MINAS GERAIS;Matutina;38726.0078125;3789;10220.63964844
3379;RIO GRANDE DO SUL;São Valentim;45793.0;3996;11459.70996094
3380;PARANÁ;Corumbataí do Sul;30388.60351562;4220;7201.08984375
3381;PARAÍBA;Cajazeiras;426916.625;57875;7376.52978516
3382;SÃO PAULO;Jales;668454.875;49996;13370.16992188
3383;SANTA CATARINA;Santo Amaro da Imperatriz;209857.84375;18436;11383.04980469
3385;MINAS GERAIS;Francisco Badaró;36256.87890625;10604;3419.16992188
3386;MATO GROSSO DO SUL;Tacuru;94785.0703125;9554;9920.98046875
3387;RIO GRANDE DO NORTE;Lagoa de Pedras;27062.73632812;7282;3716.38989258
3388;RIO GRANDE DO NORTE;Extremoz;134227.40625;22751;5899.85009766
3389;SÃO PAULO;Aparecida d'Oeste;46590.22265625;4598;10132.71972656
3390;PARANÁ;Ivaté;118656.671875;8294;14306.33007812
3391;MARANHÃO;Bacabal;505599.8125;98489;5133.56982422
3392;GOIÁS;Aloândia;17409.11523438;2118;8219.59960938
3393;MINAS GERAIS;São Gotardo;373019.53125;32580;11449.33984375
3394;SÃO PAULO;Arandu;68926.9375;6212;11095.76953125
3395;BAHIA;Guanambi;491441.5625;79886;6151.79003906
3396;RONDÔNIA;Ouro Preto do Oeste;406834.21875;36725;11077.84960938
3397;BAHIA;Ichu;19514.67382812;6148;3174.14990234
3398;BAHIA;Riacho de Santana;136802.359375;30602;4470.37011719
3399;MINAS GERAIS;Matozinhos;518959.375;35233;14729.36035156
3400;RIO GRANDE DO SUL;Itacurubi;51409.2890625;3712;13849.49023438
3401;SÃO PAULO;Coronel Macedo;58621.4140625;5343;10971.62988281
3402;PARAÍBA;São Miguel de Taipu;24999.91796875;6812;3669.97998047
3403;RIO GRANDE DO SUL;Charqueadas;723649.875;36045;20076.2890625
3404;RIO GRANDE DO SUL;Alpestre;87360.328125;8880;9837.87011719
3405;PARANÁ;Santa Amélia;31057.0078125;4105;7565.64990234
3406;PERNAMBUCO;Itapetim;49816.1640625;14063;3542.36010742
3407;PARANÁ;Rio Bonito do Iguaçu;118062.1875;15121;7807.83007812
3408;PIAUÍ;Guaribas;13286.66894531;4491;2958.51000977
3409;CEARÁ;Cruz;76905.4609375;23540;3267.01000977
3410;GOIÁS;Buriti Alegre;141374.421875;8454;16722.7890625
3411;GOIÁS;Terezópolis de Goiás;47221.2109375;5951;7935.0
3412;GOIÁS;Rialma;119340.1796875;10911;10937.59960938
3413;CEARÁ;Ocara;75618.8359375;24636;3069.43994141
3414;PERNAMBUCO;Afogados da Ingazeira;174596.234375;35528;4914.33007812
3415;MINAS GERAIS;Nova Era;238511.484375;18579;12837.69042969
3416;CEARÁ;Paraipaba;141155.40625;29892;4722.18017578
3417;PERNAMBUCO;Sertânia;161626.96875;35914;4500.39013672
3418;BAHIA;Andorinha;71736.671875;14201;5051.52001953
3419;MARANHÃO;Buriti;99994.796875;26202;3816.30004883
3420;PARAÍBA;Monteiro;165522.65625;31100;5322.27001953
3421;SÃO PAULO;Mirante do Paranapanema;122058.875;18131;6732.04980469
3422;MATO GROSSO;Barão de Melgaço;59532.46484375;7851;7582.79003906
3423;GOIÁS;Estrela do Norte;24145.83007812;3223;7491.72998047
3424;RIO GRANDE DO NORTE;Currais Novos;289145.5625;43536;6641.52978516
3425;SÃO PAULO;Itatiba;2928060.75;99047;29562.33984375
3426;PARÁ;Óbidos;205298.015625;48429;4239.14990234
3427;SANTA CATARINA;Braço do Norte;502818.3125;29317;17151.08007812
3428;PARAÍBA;Duas Estradas;19897.0703125;3855;5161.37011719
3429;PIAUÍ;Fronteiras;164702.8125;11502;14319.49023438
3430;MINAS GERAIS;Serra da Saudade;10433.84667969;890;11723.41992188
3431;SERGIPE;São Miguel do Aleixo;23908.3203125;3813;6270.20996094
3432;PARANÁ;Campo Mourão;1710904.875;85896;19918.33007812
3433;SÃO PAULO;Osasco;31616452.0;718646;43994.46875
3434;MINAS GERAIS;Elói Mendes;248070.1875;25532;9716.04980469
3435;AMAZONAS;São Paulo de Olivença;109349.2890625;32958;3317.84008789
3436;PARANÁ;Nova Londrina;164492.28125;12898;12753.3203125
3437;MINAS GERAIS;Jenipapo de Minas;29253.85351562;7242;4039.4699707
3438;SÃO PAULO;Analândia;70821.875;4558;15537.9296875
3439;BAHIA;Tabocas do Brejo Velho;44926.98828125;12608;3563.37011719
3440;MINAS GERAIS;Estrela do Sul;131656.03125;7439;17698.08007812
3441;SANTA CATARINA;Matos Costa;27616.203125;2826;9772.19042969
3442;PERNAMBUCO;Jupi;70330.21875;14461;4863.43994141
3443;MINAS GERAIS;Fervedouro;55018.7890625;10754;5116.12011719
3444;MINAS GERAIS;Lambari;154348.234375;19244;8020.58984375
3445;MINAS GERAIS;Ponto dos Volantes;41717.6640625;11458;3640.91992188
3446;BAHIA;Brotas de Macaúbas;41737.30859375;10949;3811.9699707
3447;PARAÍBA;Teixeira;57575.5078125;14177;4061.18994141
3448;BAHIA;Lajedo do Tabocal;47203.65234375;8999;5245.43017578
3449;MARANHÃO;Tuntum;133867.625;39380;3399.37988281
3450;MINAS GERAIS;Conceição dos Ouros;100532.8515625;10869;9249.5
3451;MINAS GERAIS;São José da Lapa;264196.1875;19234;13735.88964844
3452;MINAS GERAIS;Guiricema;56681.55078125;9116;6217.81005859
3453;RONDÔNIA;Nova Brasilândia D'Oeste;163247.671875;17698;9224.0703125
3454;MINAS GERAIS;São João Batista do Glória;314871.53125;7198;43744.30859375
3455;SÃO PAULO;Poá;2275422.0;112481;20229.390625
3456;RIO GRANDE DO SUL;Coqueiros do Sul;45537.92578125;3342;13625.95019531
3457;CEARÁ;Umirim;60732.4140625;19044;3189.06005859
3458;MINAS GERAIS;Augusto de Lima;34932.56640625;4599;7595.68994141
3459;RIO GRANDE DO SUL;Três Palmeiras;59938.80859375;4469;13412.12988281
3460;SÃO PAULO;Taguaí;120494.609375;10849;11106.51953125
3461;PARAÍBA;Pirpirituba;40174.56640625;10546;3809.45996094
3462;SANTA CATARINA;Formosa do Sul;33405.02734375;2683;12450.62011719
3463;MARANHÃO;Benedito Leite;18226.36132812;5567;3274.0
3464;ALAGOAS;Palestina;15465.23339844;5071;3049.73999023
3465;RIO GRANDE DO SUL;Constantina;117948.4921875;10191;11573.79003906
3466;GOIÁS;Pilar de Goiás;22013.68359375;2821;7803.5
3467;SÃO PAULO;Guatapará;92286.71875;6382;14460.46972656
3468;SERGIPE;Ribeirópolis;113096.484375;16194;6983.85009766
3469;SANTA CATARINA;Campo Alegre;169965.046875;11713;14510.79980469
3470;BAHIA;Piraí do Norte;36207.7734375;8818;4106.12011719
3471;MINAS GERAIS;São Brás do Suaçuí;70678.1171875;3657;19326.80078125
3472;RIO GRANDE DO SUL;Sobradinho;170510.5;14744;11564.74023438
3473;SÃO PAULO;Cândido Rodrigues;48428.26171875;2770;17483.13085938
3474;MINAS GERAIS;Coração de Jesus;137973.40625;27110;5089.39013672
3475;SANTA CATARINA;Joaçaba;851195.8125;25322;33614.87109375
3476;MINAS GERAIS;Francisco Sá;159273.59375;25994;6127.31982422
3477;SERGIPE;Estância;793643.5625;63582;12482.20996094
3478;SANTA CATARINA;Abelardo Luz;412689.84375;16899;24420.9609375
3479;PARAÍBA;Olho d'Água;28109.671875;7642;3678.31005859
3480;ALAGOAS;Capela;73067.953125;17366;4207.52978516
3481;RIO GRANDE DO SUL;Cruz Alta;1524519.25;64438;23658.69921875
3482;PIAUÍ;Arraial;15607.98242188;5165;3021.87011719
3483;SÃO PAULO;Santa Cruz do Rio Pardo;821050.5;43483;18882.09960938
3484;MARANHÃO;Lago do Junco;38999.54296875;9888;3944.12988281
3485;MINAS GERAIS;Juramento;28704.66015625;4108;6987.5
3486;GOIÁS;Sanclerlândia;88431.5625;7936;11143.08984375
3487;PIAUÍ;Cajueiro da Praia;22541.13671875;7286;3093.76000977
3488;MINAS GERAIS;Santa Cruz de Salinas;22361.55664062;5466;4091.0300293
3489;MINAS GERAIS;Umburatiba;18525.68945312;2844;6513.95996094
3490;PIAUÍ;Pedro Ii;113815.4375;37850;3007.01000977
3491;SÃO PAULO;Álvaro de Carvalho;36335.70703125;4984;7290.47021484
3492;MINAS GERAIS;Abadia dos Dourados;71222.171875;6805;10466.15039062
3493;PARANÁ;Santa Cruz de Monte Castelo;86949.40625;8015;10848.33984375
3494;PARANÁ;Califórnia;56040.73828125;7767;7215.24023438
3495;PARANÁ;Nova Fátima;64224.46875;8259;7776.29980469
3496;SÃO PAULO;Americana;6126170.5;205229;29850.41015625
